Параметр,coef,std err HAC,t,p-value
const,1.2627090146242,0.295688884239859,4.270397305838209,1.9512505279744706e-05
gdp_growth,-0.22693024177088067,0.031671117543845204,-7.165211061994277,7.766680155652113e-13
d_unemployment_L1,0.05511075056152476,0.11467587351307133,0.48057842398072476,0.6308161530662431
inflation,-0.12999576891007086,0.06967812388653938,-1.8656611524407565,0.062088788010955576
