iso3,year,value,indicator
ARG,2023,-1.85578803046339,gdp_growth
ARG,2022,6.02074537534855,gdp_growth
ARG,2021,10.4418119882506,gdp_growth
ARG,2020,-9.9004848136464,gdp_growth
ARG,2019,-2.00086100285785,gdp_growth
ARG,2018,-2.61739646282038,gdp_growth
ARG,2017,2.81850297775918,gdp_growth
ARG,2016,-2.08032784377811,gdp_growth
ARG,2015,2.73115982828944,gdp_growth
ARG,2014,-2.51261532081394,gdp_growth
ARG,2013,2.40532378079436,gdp_growth
ARG,2012,-1.0264204544321,gdp_growth
ARG,2011,6.00395169280579,gdp_growth
