iso3,country,region,year,gdp_growth,unemployment,inflation,real_interest
AUS,Австралия,Океания,2014,2.60118978187332,6.078,2.48792932080492,4.46963335705945
AUS,Австралия,Океания,2015,2.16434780647852,6.055,1.50836803138463,6.24156802765539
AUS,Австралия,Океания,2016,2.75564065529868,5.711,1.27699365720306,6.13556882319326
AUS,Австралия,Океания,2017,2.29331030192918,5.592,1.94864309065653,1.54300485864138
AUS,Австралия,Океания,2018,2.87417039499501,5.345,1.91140002818579,3.35275994582846
AUS,Австралия,Океания,2019,2.19401703622717,5.143,1.610770929127,1.56982320729507
AUS,Австралия,Океания,2020,-0.133531904304775,6.394,0.846900734607273,1.56982320729507
AUS,Австралия,Океания,2021,2.00694844335034,5.022,2.86391284709318,1.56982320729507
AUS,Австралия,Океания,2022,4.25304559238732,3.728,6.59409658717841,1.56982320729507
AUS,Австралия,Океания,2023,3.58382100798981,3.668,5.59701792296707,1.56982320729507
ZAF,ЮАР,Африка,2010,3.03973288127956,24.683,4.06749555950263,3.49095978979672
ZAF,ЮАР,Африка,2011,3.16855627858818,24.639,5.0008533879502,3.27930122317635
ZAF,ЮАР,Африка,2012,2.39623238465745,24.727,5.73797139141739,3.88287299810937
ZAF,ЮАР,Африка,2013,2.48546800826588,24.561,5.78016910069176,2.50924549715633
ZAF,ЮАР,Африка,2014,1.41382645223793,24.89,6.13282953059149,3.56702763012509
ZAF,ЮАР,Африка,2015,1.32186223678229,25.149,4.51869094892506,3.66774283297156
ZAF,ЮАР,Африка,2016,0.664552307858116,26.536,6.60290842394872,3.27825167845196
ZAF,ЮАР,Африка,2017,1.15794695181735,27.035,5.18618655524149,4.64731548547952
ZAF,ЮАР,Африка,2018,1.55678384721676,26.906,4.50987264867388,5.85618355804153
ZAF,ЮАР,Африка,2019,0.25993557687633,28.468,4.10285075461156,5.26841565254553
ZAF,ЮАР,Африка,2020,-6.1689177146757,29.217,3.23238831615113,2.19841383909371
ZAF,ЮАР,Африка,2021,4.85864865060148,34.007,4.61874544887136,0.595087859723449
ZAF,ЮАР,Африка,2022,2.05813661692193,33.268,7.03987272546482,3.37387624023208
ZAF,ЮАР,Африка,2023,0.80610455095804,32.098,6.0752438457966,6.47206699043374
EGY,Египет,Ближний Восток/Африка,2010,5.1472348575531,8.757,11.2651882653185,0.818721618124323
EGY,Египет,Ближний Восток/Африка,2011,1.7645719489982,11.849,10.0649259874818,-0.563878053386473
EGY,Египет,Ближний Восток/Африка,2012,2.22619979863525,12.597,7.11172943343082,-6.26271950249128
EGY,Египет,Ближний Восток/Африка,2013,2.18546605362143,13.154,9.4697198106492,3.29215715258349
EGY,Египет,Ближний Восток/Африка,2014,2.91591187985748,13.105,10.0702154687481,0.414129139027758
EGY,Египет,Ближний Восток/Африка,2015,4.37201907790141,13.052,10.370490343517,1.54106846018941
EGY,Египет,Ближний Восток/Африка,2016,4.34664345555447,12.45,13.8136062148289,6.92201135491608
EGY,Египет,Ближний Восток/Африка,2017,4.18122099994778,11.767,29.5066083940038,-8.75819408094445
EGY,Египет,Ближний Восток/Африка,2018,5.3311086189448,9.855,14.4014657807421,-2.35870301315844
EGY,Египет,Ближний Восток/Африка,2019,5.55209307156956,7.851,9.15279959324803,2.19909578279469
EGY,Египет,Ближний Восток/Африка,2020,3.55016483786838,7.974,5.04493288977538,4.88781543020771
EGY,Египет,Ближний Восток/Африка,2021,3.29064601202211,7.441,5.21404940513042,4.36620669870869
EGY,Египет,Ближний Восток/Африка,2022,6.58784560886967,6.546,13.8956609775177,0.142669652477037
EGY,Египет,Ближний Восток/Африка,2023,3.76028052279247,6.753,33.8847763115546,-5.64166239964291
ISR,Израиль,Ближний Восток,2010,5.53434033902194,8.48,2.70270270270273,2.49676376880273
ISR,Израиль,Ближний Восток,2011,5.51879621371651,7.139,3.48837209302323,2.49676376880273
ISR,Израиль,Ближний Восток,2012,2.44716836741318,6.762,1.67553715750052,2.49676376880273
ISR,Израиль,Ближний Восток,2013,4.08570918638205,6.137,1.58976347421476,2.49676376880273
ISR,Израиль,Ближний Восток,2014,3.77582843213109,5.789,0.467557251908503,3.10704129759424
ISR,Израиль,Ближний Восток,2015,2.23760317482488,5.176,-0.617342577642765,1.07298951861706
ISR,Израиль,Ближний Восток,2016,4.45978271860821,4.723,-0.535168195718695,3.06082635617176
ISR,Израиль,Ближний Восток,2017,4.3469311670646,4.14,0.249807840123008,3.49052979058167
ISR,Израиль,Ближний Восток,2018,4.00389862187025,3.917,0.805060379528526,2.77336225960432
ISR,Израиль,Ближний Восток,2019,3.71049632750405,3.731,0.817645940292794,1.58674936529431
ISR,Израиль,Ближний Восток,2020,-2.02161548237589,4.169,-0.575254620897756,2.22737101991968
ISR,Израиль,Ближний Восток,2021,9.38837403354628,4.812,1.47965474722561,0.785572159660462
ISR,Израиль,Ближний Восток,2022,6.26326343841286,3.695,4.41162725488371,-1.88413919586166
ISR,Израиль,Ближний Восток,2023,1.82652049482384,3.371,4.22522603168918,-1.88413919586166
KEN,Кения,Африка,2010,8.05847360290906,2.793,3.96138889115385,12.526958492458
KEN,Кения,Африка,2011,5.1211061197056,2.699,14.0224913014704,4.52618583226899
KEN,Кения,Африка,2012,4.56867961444982,2.678,9.37777003547598,9.31351134458285
KEN,Кения,Африка,2013,3.7978483925754,2.762,5.71749357037733,9.29394635969952
KEN,Кения,Африка,2014,5.02011100232484,2.767,6.87815499275949,8.24907899217325
KEN,Кения,Африка,2015,4.96772112759767,2.762,6.58215429284779,6.26880578270388
KEN,Кения,Африка,2016,4.21351706814744,2.757,6.29724953814625,10.1181287134987
KEN,Кения,Африка,2017,3.83795817364721,3.542,8.00564967709945,5.65674761585908
KEN,Кения,Африка,2018,5.64794640709219,4.284,4.6898064677633,8.48796047494694
