Показатель,N,Среднее,Дисперсия,Ст. откл.,Минимум,Максимум
"g, рост ВВП",144.0,2.4363384782680915,19.54635417479283,4.4211258944744865,-32.81728241610793,29.902998544979198
"Δu, прирост безработицы",144.0,-0.006712962962962958,0.8213027173443839,0.9062575336759324,-4.200000000000001,9.166666666666666
"π, инфляция CPI",144.0,2.614081795508586,4.598116551768424,2.144321932865591,-9.267290142872397,9.297263414451962
"Δi, прирост ставки",144.0,-0.03201388888888888,0.20032497571872573,0.44757678192543204,-1.4333333333333336,1.463333333333333
