Параметр,coef,std err HAC,t,p-value
const,0.248772445348849,0.0786104733971618,3.1646221501807013,0.001552844655773438
gdp_growth,-0.1064953298806301,0.02135625617420159,-4.986610434523477,6.144778931430671e-07
gdp_growth_L1,-0.024177163608791578,0.013115532464777214,-1.843399318611062,0.06527072950411476
gdp_growth_L2,0.010126223666736803,0.014145649344480756,0.7158542828355757,0.47408133007493614
d_unrate_L1,-0.08635827101205049,0.07481141517207034,-1.1543461758265332,0.248358272456785
D_2020Q2,5.287486555717703,0.7812117726335767,6.768313971886048,1.3029177316185234e-11
